Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_math.cpp_get_rng_140,1
1,test_math.cpp_get_test_array_types_and_sizes_60,1
1,test_io.cpp_releaseAndGetString_588,1
1,test_io.cpp_ASSERT_STREQ_588,1
1,test_io.cpp_EXPECT_NO_THROW_586,1
1,test_io.cpp_EXPECT_NO_THROW_585,1
1,test_io.cpp_EXPECT_NO_THROW_584,1
1,persistence.cpp_CV_Error__6971,1
1,persistence.cpp_cv_isalpha_6969,1
1,test_math.cpp_ipow_243,1
1,test_math.cpp_abs_221,1
1,test_math.cpp_cvRound_221,1
1,test_math.cpp_channels_220,1
1,test_math.cpp_depth_219,1
1,test_math.cpp_cvPow_172,1
1,test_math.cpp_depth_158,1
1,test_math.cpp_fabs_158,1
1,test_math.cpp_cvRound_148,1
1,test_math.cpp_randInt_68,1
1,test_math.cpp_get_rng_101,1
1,test_math.cpp_randInt_102,1
1,test_math.cpp_randInt_103,1
1,test_math.cpp_randInt_140,1
1,test_math.cpp_cvRound_132,1
1,test_math.cpp_depth_130,1
1,test_math.cpp_randInt_124,1
1,test_math.cpp_randInt_110,1
1,test_math.cpp_get_test_array_types_and_sizes_105,1
1,test_io.cpp_c_str_588,1
1,test_math.cpp_CV_MAKETYPE_58,1
1,test_math.cpp_push_back_40,1
1,mathfuncs.cpp_max_1029,1
1,mathfuncs.cpp_cv_abs_1034,1
1,mathfuncs.cpp_:_1034,1
1,mathfuncs.cpp_cvarrToMat_1698,1
1,mathfuncs.cpp_CV_Assert_1699,1
1,mathfuncs.cpp_pow_1700,1
1,test_math.cpp_push_back_38,1
1,test_math.cpp_push_back_39,1
1,test_math.cpp_randInt_108,1
1,test_math.cpp_get_rng_56,1
1,test_math.cpp_randInt_58,1
1,test_math.cpp_randInt_57,1
42,mat.inl.hpp_zeros_3316,0
42,mat.inl.hpp_copyTo_2102,0
42,lapack.cpp_Sf_996,0
42,lapack.cpp_Sf_997,0
42,lapack.cpp_Sf_998,0
42,matop.cpp_MatExpr_1621,0
42,matop.cpp_makeExpr_1696,0
42,matop.cpp_MatExpr_1693,0
42,matop.cpp_multiply_1693,0
42,matop.cpp_getObj_1692,0
42,matop.cpp_kind_1690,0
42,matop.cpp_CV_INSTRUMENT_REGION_1687,0
42,matop.cpp_makeExpr_1680,0
42,matop.cpp_CV_INSTRUMENT_REGION_1677,0
42,matop.cpp_Mat_1621,0
42,matop.cpp_solve_1614,0
42,lapack.cpp_Sf_1000,0
42,matop.cpp_Mat_1605,0
42,matop.cpp_MatExpr_1605,0
42,matop.cpp_matmul_1600,0
42,matop.cpp_makeExpr_1596,0
42,matop.cpp_isIdentity_1595,0
42,matop.cpp_isInv_1595,0
42,matop.cpp_invert_1588,0
42,matop.cpp_swap_1573,0
42,matop.cpp_CV_INSTRUMENT_REGION_1567,0
42,matop.cpp_getMat_1696,0
42,matop.cpp_CV_INSTRUMENT_REGION_1738,0
42,matop.cpp_makeExpr_1741,0
42,matop.cpp_CV_INSTRUMENT_REGION_1765,0
42,matrix.cpp_copyTo_1136,0
42,matrix.cpp_diag_1134,0
42,matrix.cpp_Scalar_1133,0
42,matrix.cpp_CV_Assert_1131,0
42,matrix.cpp_swap_265,0
42,matrix.cpp_swap_264,0
42,matrix.cpp_swap_263,0
42,matrix.cpp_swap_262,0
42,matrix.cpp_swap_260,0
42,matrix.cpp_swap_259,0
42,matrix.cpp_swap_258,0
42,matrix.cpp_swap_257,0
42,matrix.cpp_swap_256,0
42,matrix.cpp_swap_255,0
42,matrix.cpp_swap_254,0
42,matrix.cpp_swap_253,0
42,matrix.cpp_swap_252,0
42,matrix.cpp_swap_251,0
42,matop.cpp_makeExpr_1768,0
42,matop.cpp_CV_INSTRUMENT_REGION_1558,0
42,matop.cpp_makeExpr_1548,0
42,matop.cpp_isScaled_1547,0
42,matop.cpp_min_1396,0
42,matop.cpp_bitwise_xor_1392,0
42,matop.cpp_bitwise_xor_1390,0
42,matop.cpp_bitwise_or_1388,0
42,matop.cpp_bitwise_or_1386,0
42,matop.cpp_bitwise_and_1384,0
42,matop.cpp_bitwise_and_1382,0
42,matop.cpp_divide_1380,0
42,matop.cpp_divide_1378,0
42,matop.cpp_multiply_1376,0
42,matop.cpp_makeExpr_1359,0
42,matop.cpp_fabs_1356,0
42,matop.cpp_CV_INSTRUMENT_REGION_1354,0
42,matop.cpp_Mat_1336,0
42,matop.cpp_makeExpr_1336,0
42,matop.cpp_isScaled_1335,0
42,matop.cpp_CV_INSTRUMENT_REGION_1333,0
42,matop.cpp_CV_INSTRUMENT_REGION_1323,0
42,matop.cpp_CV_INSTRUMENT_REGION_1313,0
42,matop.cpp_CV_INSTRUMENT_REGION_1304,0
42,matop.cpp_bitwise_not_1394,0
42,matop.cpp_max_1400,0
42,matop.cpp_isMatProd_1547,0
42,matop.cpp_absdiff_1404,0
42,matop.cpp_makeExpr_1545,0
42,matop.cpp_isScaled_1544,0
42,matop.cpp_isMatProd_1544,0
42,matop.cpp_isIdentity_1541,0
42,matop.cpp_CV_INSTRUMENT_REGION_1539,0
42,matop.cpp_makeExpr_1529,0
42,matop.cpp_isScaled_1528,0
42,matop.cpp_isMatProd_1528,0
42,matop.cpp_makeExpr_1526,0
42,matop.cpp_isScaled_1525,0
42,matop.cpp_isMatProd_1525,0
42,matop.cpp_isIdentity_1522,0
42,matop.cpp_CV_INSTRUMENT_REGION_1520,0
42,matop.cpp_makeExpr_1497,0
42,matop.cpp_CV_INSTRUMENT_REGION_1494,0
42,matop.cpp_divide_1434,0
42,matop.cpp_CV_INSTRUMENT_REGION_1429,0
42,matop.cpp_multiply_1424,0
42,matop.cpp_CV_INSTRUMENT_REGION_1416,0
42,matrix.cpp_depth_1144,0
42,matrix.cpp_kind_1357,0
42,matrix.cpp_resize_1431,0
42,test_operations.cpp_add_139,0
42,test_operations.cpp_add_137,0
42,test_operations.cpp_Mat_134,0
42,test_operations.cpp_rot_2x3_131,0
42,test_operations.cpp_sqrt_130,0
42,test_operations.cpp_all_128,0
42,test_operations.cpp_Scalar_127,0
42,test_operations.cpp_shi_2x1_127,0
42,test_operations.cpp_Scalar_126,0
42,test_operations.cpp_shi_3x1_126,0
42,test_operations.cpp_Scalar_125,0
42,test_operations.cpp_one_3x1_125,0
42,test_operations.cpp_CV_Assert_118,0
42,test_operations.cpp_reshape_117,0
42,test_operations.cpp_Mat_117,0
42,test_operations.cpp_sum_117,0
42,test_operations.cpp_depth_108,0
42,test_operations.cpp_CV_Assert_108,0
42,test_operations.cpp_test_excep_83,0
42,test_operations.cpp_norm_83,0
42,test_operations.cpp_add_138,0
42,test_operations.cpp_gemm_140,0
42,test_operations.cpp_norm_79,0
42,test_operations.cpp_add_141,0
42,test_operations.cpp_Scalar_155,0
42,test_operations.cpp_intMat11_155,0
42,test_operations.cpp_Scalar_154,0
42,test_operations.cpp_intMat10_154,0
42,test_operations.cpp_Point_152,0
42,test_operations.cpp_Rect_152,0
42,test_operations.cpp_mat4x4_152,0
42,test_operations.cpp_CHECK_DIFF_152,0
42,test_operations.cpp_CHECK_DIFF_151,0
42,test_operations.cpp_Range_149,0
42,test_operations.cpp_mat4x4_149,0
42,test_operations.cpp_Point_148,0
42,test_operations.cpp_Rect_148,0
42,test_operations.cpp_mat4x4_148,0
42,test_operations.cpp_Scalar_146,0
42,test_operations.cpp_randu_146,0
42,test_operations.cpp_mat4x4_145,0
42,test_operations.cpp_CHECK_DIFF_143,0
42,test_operations.cpp_Mat_141,0
42,test_operations.cpp_test_excep_79,0
42,stat.cpp_ipp_sum_1195,0
42,matrix.cpp_CV_Assert_1598,0
42,matrix.cpp_begin_5327,0
42,matrix.cpp_create_2699,0
42,matrix.cpp_fixedSize_2692,0
42,matrix.cpp_CV_MAT_TYPE_2690,0
42,matrix.cpp_CV_Assert_2690,0
42,matrix.cpp_CV_MAT_TYPE_2687,0
42,matrix.cpp_channels_2687,0
42,matrix.cpp_CV_MAT_CN_2687,0
42,matrix.cpp_fixedType_2685,0
42,matrix.cpp_CV_Assert_2669,0
42,matrix.cpp_empty_2662,0
42,matrix.cpp_CV_Assert_2662,0
42,matrix.cpp_CV_MAT_TYPE_2657,0
42,matrix.cpp_fixedType_2655,0
42,matrix.cpp_resize_2654,0
42,matrix.cpp_fixedSize_2653,0
42,matrix.cpp_CV_Assert_2653,0
42,matrix.cpp_CV_Assert_2650,0
42,matrix.cpp_empty_2067,0
42,matrix.cpp_CV_Assert_1823,0
42,matrix.cpp_create_5326,0
42,matrix.cpp_nzcount_5328,0
42,stat.cpp_CV_IPP_RUN_1195,0
42,matrix.cpp_elemSize_5328,0
42,stat.cpp_getMat_1194,0
42,stat.cpp_dims_1189,0
42,stat.cpp_isUMat_1189,0
42,stat.cpp_OCL_PERFORMANCE_CHECK_1189,0
42,stat.cpp_CV_OCL_RUN__1189,0
42,stat.cpp_CV_INSTRUMENT_REGION_1182,0
42,stat.cpp_CV_Assert_1156,0
42,stat.cpp_isContinuous_1134,0
42,stat.cpp_total_1132,0
42,stat.cpp_channels_1129,0
42,stat.cpp_CV_INSTRUMENT_REGION_IPP_1126,0
42,split.cpp_split__419,0
42,split.cpp_vsplit_310,0
42,matrix_decomp.cpp_LUImpl_116,0
42,matrix_decomp.cpp_CV_INSTRUMENT_REGION_112,0
42,matrix_decomp.cpp_swap_75,0
42,matrix_decomp.cpp_swap_72,0
42,matrix_decomp.cpp_abs_66,0
42,matrix_decomp.cpp_abs_63,0
42,matop.cpp_addWeighted_1280,0
42,matop.cpp_addWeighted_1274,0
42,matop.cpp_subtract_1269,0
42,matop.cpp_Mat_373,0
42,matop.cpp_assign_372,0
42,matop.cpp_CV_INSTRUMENT_REGION_369,0
42,matop.cpp_assign_350,0
42,matop.cpp_assign_305,0
42,matop.cpp_assign_297,0
42,matop.cpp_assign_281,0
42,matmul.cpp_v_store_2323,0
42,matmul.cpp_v_load_2322,0
42,matmul.cpp_v_load_2321,0
42,matmul.cpp_v_setall_f32_2317,0
42,matmul.cpp_copyTo_1631,0
42,matmul.cpp_Mat_1602,0
42,matmul.cpp_CV_Assert_1580,0
42,matmul.cpp_WT_322,0
42,matmul.cpp_WT_316,0
42,matmul.cpp_WT_261,0
42,matmul.cpp_allocate_167,0
42,matmul.cpp_CV_SWAP_163,0
42,lapack.cpp__SVDcompute_1583,0
42,matop.cpp_makeExpr_373,0
42,matop.cpp_CV_INSTRUMENT_REGION_379,0
42,lapack.cpp_needed_1532,0
42,matop.cpp_isAddEx_386,0
42,matop.cpp_makeExpr_479,0
42,matop.cpp_assign_478,0
42,matop.cpp_CV_INSTRUMENT_REGION_475,0
42,matop.cpp_makeExpr_465,0
42,matop.cpp_isReciprocal_456,0
42,matop.cpp_isScaled_451,0
42,matop.cpp_assign_449,0
42,matop.cpp_isScaled_443,0
42,matop.cpp_isReciprocal_428,0
42,matop.cpp_CV_INSTRUMENT_REGION_422,0
42,matop.cpp_Mat_416,0
42,matop.cpp_makeExpr_416,0
42,matop.cpp_assign_415,0
42,matop.cpp_CV_INSTRUMENT_REGION_412,0
42,matop.cpp_subtract_406,0
42,matop.cpp_makeExpr_403,0
42,matop.cpp_assign_402,0
42,matop.cpp_isAddEx_395,0
42,matop.cpp_assign_393,0
42,lapack.cpp_copyTo_1533,0
42,lapack.cpp_transpose_1531,0
42,matop.cpp_CV_INSTRUMENT_REGION_485,0
42,lapack.cpp_needed_1470,0
42,lapack.cpp_LU32f_1307,0
42,lapack.cpp_copyTo_1288,0
42,lapack.cpp_copyTo_1277,0
42,lapack.cpp_alignPtr_1270,0
42,lapack.cpp_allocate_1269,0
42,lapack.cpp_getMat_1247,0
42,lapack.cpp_create_1246,0
42,lapack.cpp_alignSize_1242,0
42,lapack.cpp_alignSize_1241,0
42,lapack.cpp_CV_ELEM_SIZE_1240,0
42,lapack.cpp_CV_Assert_1103,0
42,lapack.cpp_CV_Assert_1100,0
42,lapack.cpp_getMat_1096,0
42,lapack.cpp_CV_INSTRUMENT_REGION_1093,0
42,lapack.cpp_Df_1006,0
42,lapack.cpp_Df_1005,0
42,lapack.cpp_Df_1004,0
42,lapack.cpp_Sf_1002,0
42,lapack.cpp_Sf_1001,0
42,lapack.cpp_getMat_1467,0
42,lapack.cpp_CV_Assert_1473,0
42,lapack.cpp_needed_1530,0
42,lapack.cpp_swap_1485,0
42,lapack.cpp_copyTo_1526,0
42,lapack.cpp_needed_1525,0
42,lapack.cpp_transpose_1524,0
42,lapack.cpp_needed_1523,0
42,lapack.cpp_copyTo_1518,0
42,lapack.cpp_JacobiSVD_1515,0
42,lapack.cpp_JacobiSVD_1510,0
42,lapack.cpp_copyTo_1506,0
42,lapack.cpp_transpose_1504,0
42,lapack.cpp_all_1501,0
42,lapack.cpp_alignPtr_1498,0
42,lapack.cpp_Mat_1498,0
42,lapack.cpp_temp_u_1495,0
42,lapack.cpp_temp_w_1494,0
42,lapack.cpp_temp_a_1493,0
42,lapack.cpp_alignPtr_1492,0
42,lapack.cpp__buf_1491,0
42,lapack.cpp_alignSize_1490,0
42,lapack.cpp_elemSize_1490,0
42,matop.cpp_Mat_479,0
42,matop.cpp_isReciprocal_489,0
42,matop.cpp_scaleAdd_1264,0
42,matop.cpp_CV_INSTRUMENT_REGION_1063,0
42,matop.cpp_makeExpr_1036,0
42,matop.cpp_makeExpr_1029,0
42,matop.cpp_makeExpr_1022,0
42,matop.cpp_makeExpr_1015,0
42,matop.cpp_makeExpr_1008,0
42,matop.cpp_makeExpr_994,0
42,matop.cpp_makeExpr_987,0
42,matop.cpp_makeExpr_980,0
42,matop.cpp_makeExpr_973,0
42,matop.cpp_makeExpr_966,0
42,matop.cpp_makeExpr_959,0
42,matop.cpp_makeExpr_952,0
42,matop.cpp_makeExpr_945,0
42,matop.cpp_makeExpr_938,0
42,matop.cpp_divide_931,0
42,matop.cpp_divide_924,0
42,matop.cpp_multiply_917,0
42,matop.cpp_MatExpr_910,0
42,matop.cpp_divide_910,0
42,matop.cpp_makeExpr_1057,0
42,matop.cpp_makeExpr_1066,0
42,matop.cpp_divide_903,0
42,matop.cpp_CV_INSTRUMENT_REGION_1090,0
42,matop.cpp_add_1260,0
42,matop.cpp_Mat_1245,0
42,matop.cpp_MatExpr_1245,0
42,matop.cpp_isInitializer_1212,0
42,matop.cpp_isSolve_1210,0
42,matop.cpp_isGEMM_1208,0
42,matop.cpp_isInv_1206,0
42,matop.cpp_Scalar_1181,0
42,matop.cpp_makeExpr_1181,0
42,matop.cpp_makeExpr_1174,0
42,matop.cpp_makeExpr_1167,0
42,matop.cpp_makeExpr_1160,0
42,matop.cpp_makeExpr_1153,0
42,matop.cpp_makeExpr_1146,0
42,matop.cpp_makeExpr_1139,0
42,matop.cpp_makeExpr_1132,0
42,matop.cpp_makeExpr_1125,0
42,matop.cpp_makeExpr_1118,0
42,matop.cpp_makeExpr_1093,0
42,matop.cpp_MatExpr_903,0
42,matop.cpp_Mat_896,0
42,matop.cpp_isScaled_496,0
42,matop.cpp_MatExpr_721,0
42,matop.cpp_Mat_714,0
42,matop.cpp_makeExpr_714,0
42,matop.cpp_Mat_707,0
42,matop.cpp_makeExpr_707,0
42,matop.cpp_makeExpr_700,0
42,matop.cpp_transpose_672,0
42,matop.cpp_matmul_594,0
42,matop.cpp_assign_589,0
42,matop.cpp_isScaled_583,0
42,matop.cpp_Mat_531,0
42,matop.cpp_makeExpr_531,0
42,matop.cpp_assign_530,0
42,matop.cpp_CV_INSTRUMENT_REGION_527,0
42,matop.cpp_divide_521,0
42,matop.cpp_makeExpr_517,0
42,matop.cpp_assign_516,0
42,matop.cpp_isReciprocal_509,0
42,matop.cpp_isScaled_504,0
42,matop.cpp_assign_502,0
42,matop.cpp_add_721,0
42,matop.cpp_add_735,0
42,matop.cpp_makeExpr_896,0
42,matop.cpp_add_742,0
42,matop.cpp_makeExpr_882,0
42,matop.cpp_matmul_875,0
42,matop.cpp_multiply_861,0
42,matop.cpp_MatExpr_847,0
42,matop.cpp_matmul_847,0
42,matop.cpp_Scalar_819,0
42,matop.cpp_subtract_819,0
42,matop.cpp_subtract_805,0
42,matop.cpp_subtract_798,0
42,matop.cpp_add_791,0
42,matop.cpp_MatExpr_784,0
42,matop.cpp_subtract_784,0
42,matop.cpp_MatExpr_777,0
42,matop.cpp_subtract_777,0
42,matop.cpp_Mat_770,0
42,matop.cpp_makeExpr_770,0
42,matop.cpp_Mat_763,0
42,matop.cpp_makeExpr_763,0
42,matop.cpp_add_749,0
42,matrix.cpp_CV_Assert_5789,0
42,matrix.cpp_CV_Assert_5783,0
42,test_operations.cpp_Scalar_156,0
42,mat.inl.hpp_all_739,0
42,copy.cpp_CV_Assert_863,0
42,copy.cpp_getObj_862,0
42,copy.cpp_CV_Assert_862,0
42,copy.cpp_CV_INSTRUMENT_REGION_860,0
42,arithm.cpp_CALL_IPP_BIN_12_2529,0
42,arithm.cpp_getAbsDiffTab_994,0
42,arithm.cpp_noArray_994,0
42,arithm.cpp_arithm_op_994,0
42,arithm.cpp_CV_INSTRUMENT_REGION_992,0
42,mat.inl.hpp_Range_739,0
42,lpsolver.cpp_begin_283,0
42,mat.inl.hpp_Mat_739,0
42,test_lpsolver.cpp_dot_138,0
42,test_lpsolver.cpp_fabs_138,0
42,test_lpsolver.cpp_ASSERT_LT_138,0
42,test_lpsolver.cpp_dot_136,0
42,test_lpsolver.cpp_printf_136,0
42,test_lpsolver.cpp_printf_135,0
42,test_lpsolver.cpp_solveLP_134,0
42,test_lpsolver.cpp_dot_122,0
42,copy.cpp_dims_863,0
42,copy.cpp_CV_Assert_864,0
42,copy.cpp_create_867,0
42,copy.cpp_CV_OCL_RUN_870,0
42,matmul.cpp_GEMMBlockMul_632,0
42,matmul.cpp_WT_531,0
42,matmul.cpp_WT_530,0
42,matmul.cpp_WT_470,0
42,matmul.cpp_WT_469,0
42,matmul.cpp_WT_430,0
42,matmul.cpp_WT_429,0
42,matmul.cpp_s1_426,0
42,matmul.cpp_:WT_426,0
42,matmul.cpp_WT_306,0
42,matmul.cpp_WT_305,0
42,matmul.cpp_WT_304,0
42,matmul.cpp_WT_303,0
42,copy.cpp_repeat_895,0
42,copy.cpp_memcpy_887,0
42,copy.cpp_memcpy_883,0
42,copy.cpp_elemSize_876,0
42,copy.cpp_getMat_874,0
42,copy.cpp_isUMat_870,0
42,test_lpsolver.cpp_fabs_122,0
42,test_lpsolver.cpp_ASSERT_LT_122,0
42,test_lpsolver.cpp_ASSERT_EQ_121,0
42,lpsolver.cpp_inner_simplex_193,0
42,lpsolver.cpp_clone_179,0
42,mat.inl.hpp_clone_1734,0
42,mat.inl.hpp_Mat__1734,0
42,mat.inl.hpp_all_1716,0
42,mat.inl.hpp_Range_1716,0
42,mat.inl.hpp_Mat__1716,0
42,test_lpsolver.cpp_norm_77,0
42,test_lpsolver.cpp_ASSERT_LT_77,0
42,test_lpsolver.cpp_solveLP_74,0
42,test_lpsolver.cpp_norm_66,0
42,test_lpsolver.cpp_ASSERT_LT_66,0
42,test_lpsolver.cpp_solveLP_63,0
42,test_lpsolver.cpp_norm_55,0
42,test_lpsolver.cpp_ASSERT_LT_55,0
42,test_lpsolver.cpp_solveLP_52,0
42,matrix.cpp_max_5032,0
42,matrix.cpp_min_5032,0
42,lpsolver.cpp_SWAP_351,0
42,lpsolver.cpp_SWAP_350,0
42,lpsolver.cpp_pivot_189,0
42,lpsolver.cpp_begin_210,0
42,test_lpsolver.cpp_dot_119,0
42,lpsolver.cpp_iter_swap_211,0
42,test_lpsolver.cpp_printf_119,0
42,test_lpsolver.cpp_printf_118,0
42,test_lpsolver.cpp_solveLP_117,0
42,test_lpsolver.cpp_norm_92,0
42,test_lpsolver.cpp_ASSERT_LT_92,0
42,test_lpsolver.cpp_solveLP_89,0
42,matop.cpp_subtract_1290,0
42,matop.cpp_assign_289,0
42,lpsolver.cpp_begin_242,0
42,lpsolver.cpp_begin_241,0
42,lpsolver.cpp_erase_241,0
42,lpsolver.cpp_old_c_233,0
42,lpsolver.cpp_colRange_232,0
42,lpsolver.cpp_old_c_232,0
42,lpsolver.cpp_old_c_227,0
42,lpsolver.cpp_swap_columns_214,0
42,lpsolver.cpp_swap_columns_213,0
42,lpsolver.cpp_SWAP_212,0
42,lpsolver.cpp_begin_211,0
42,matmul.cpp_GEMMStore_668,0
42,matmul.cpp_CV_ELEM_SIZE_1304,0
42,matmul.cpp_CV_MAT_DEPTH_1313,0
42,matop.cpp_CV_INSTRUMENT_REGION_1187,0
42,matop.cpp_makeExpr_889,0
42,matop.cpp_Mat_812,0
42,matop.cpp_makeExpr_812,0
42,matop.cpp_Mat_541,0
42,matop.cpp_makeExpr_541,0
42,matop.cpp_assign_540,0
42,matop.cpp_CV_INSTRUMENT_REGION_537,0
42,matmul.cpp_CV_Assert_3539,0
42,matmul.cpp_convertTo_3537,0
42,matmul.cpp_backProject_3536,0
42,matmul.cpp_rowRange_3534,0
42,matmul.cpp_CV_Assert_3531,0
42,matmul.cpp_CV_Assert_3526,0
42,matmul.cpp_cvarrToMat_3519,0
42,matmul.cpp_cvarrToMat_3518,0
42,matmul.cpp_CV_Assert_3510,0
42,matmul.cpp_convertTo_3508,0
42,matmul.cpp_project_3505,0
42,matmul.cpp_rowRange_3503,0
42,matop.cpp_Mat_889,0
42,matop.cpp_makeExpr_1190,0
42,matmul.cpp_CV_Assert_3495,0
42,matop.cpp_Scalar_1190,0
42,matrix.cpp_CV_MAT_DEPTH_4068,0
42,matrix.cpp_CV_MAKETYPE_4067,0
42,matrix.cpp_fixedType_4066,0
42,matrix.cpp_CV_MAT_CN_4064,0
42,matrix.cpp_CV_MAT_DEPTH_4064,0
42,matrix.cpp_dims_4062,0
42,matrix.cpp_CV_Assert_4062,0
42,matrix.cpp_CV_INSTRUMENT_REGION_4060,0
42,matrix.cpp_channels_3743,0
42,matrix.cpp_buffer_3701,0
42,matrix.cpp_channels_3700,0
42,matrix.cpp_CV_INSTRUMENT_FUN_IPP_3576,0
42,matop.cpp_Mat_1444,0
42,matop.cpp_MatExpr_1444,0
42,matop.cpp_Mat_1439,0
42,matop.cpp_MatExpr_1439,0
42,matop.cpp_absdiff_1406,0
42,matop.cpp_abs_1199,0
42,matop.cpp_CV_INSTRUMENT_REGION_1196,0
42,matmul.cpp_CV_Assert_3500,0
42,matmul.cpp_cvarrToMat_3488,0
42,matmul.cpp_empty_1325,0
42,matmul.cpp_CV_MAT_DEPTH_2575,0
42,matmul.cpp_CV_Assert_2557,0
42,matmul.cpp_CV_Assert_2553,0
42,matmul.cpp_getMat_2552,0
42,matmul.cpp_kind_2503,0
42,matmul.cpp_CV_INSTRUMENT_REGION_2501,0
42,matmul.cpp_CV_Assert_1586,0
42,matmul.cpp_CV_Assert_1570,0
42,matmul.cpp_Mat_1499,0
42,matmul.cpp_storeFunc_1434,0
42,matmul.cpp_singleMulFunc_1428,0
42,matmul.cpp_blockMulFunc_1425,0
42,matmul.cpp_GEMM_CopyBlock_1420,0
42,matmul.cpp_swap_1407,0
42,matmul.cpp_GEMM_TransposeBlock_1406,0
42,matmul.cpp_allocate_1356,0
42,matmul.cpp_min_1340,0
42,matmul.cpp_min_1339,0
42,matmul.cpp_min_1336,0
42,matmul.cpp_min_1335,0
42,matmul.cpp_max_2575,0
42,matmul.cpp_reduce_2576,0
42,matmul.cpp_cvarrToMat_3487,0
42,matmul.cpp_getMat_2577,0
42,matmul.cpp_CV_Assert_3479,0
42,matmul.cpp_convertTo_3476,0
42,matmul.cpp_rowRange_3476,0
42,matmul.cpp_transpose_3475,0
42,matmul.cpp_convertTo_3473,0
42,matmul.cpp_rowRange_3473,0
42,matmul.cpp_convertTo_3471,0
42,matmul.cpp_colRange_3471,0
42,matmul.cpp_CV_Assert_3464,0
42,matmul.cpp_convertTo_3452,0
42,matmul.cpp_Mat_3448,0
42,matmul.cpp_pca_3448,0
42,matmul.cpp_cvarrToMat_3440,0
42,matmul.cpp_cvarrToMat_3439,0
42,matmul.cpp_subtract_2916,0
42,matmul.cpp_repeat_2915,0
42,matmul.cpp_channels_2892,0
42,matmul.cpp_CV_Assert_2892,0
42,matmul.cpp_mulTransposed_2580,0
42,lpsolver.cpp_pivot_301,0
42,lpsolver.cpp_begin_282,0
42,matrix.cpp_abs_5778,0
42,test_io.cpp_EXPECT_EQ_1497,0
42,test_io.cpp_EXPECT_EQ_1518,0
42,test_io.cpp_open_1517,0
42,test_io.cpp_getFormat_1511,0
42,test_io.cpp_EXPECT_EQ_1511,0
42,test_io.cpp_open_1510,0
42,test_io.cpp_getFormat_1504,0
42,test_io.cpp_EXPECT_EQ_1504,0
42,test_io.cpp_open_1503,0
42,test_io.cpp_getFormat_1497,0
42,test_io.cpp_open_1496,0
42,lpsolver.cpp_begin_257,0
42,test_io.cpp_getFormat_1490,0
42,test_io.cpp_EXPECT_EQ_1490,0
42,test_io.cpp_open_1489,0
42,persistence.cpp_empty_6940,0
42,persistence.cpp_CV_Assert_6940,0
42,test_io.cpp_EXPECT_EQ_1481,0
42,test_io.cpp_EXPECT_EQ_1480,0
42,test_io.cpp_EXPECT_EQ_1479,0
42,test_io.cpp_EXPECT_EQ_1478,0
42,test_io.cpp_getFormat_1518,0
42,test_io.cpp_open_1524,0
42,test_io.cpp_EXPECT_EQ_1525,0
42,test_io.cpp_getFormat_1525,0
42,test_io.cpp_isNamed_1557,0
42,test_io.cpp_ASSERT_TRUE_1557,0
42,test_io.cpp_isNamed_1556,0
42,test_io.cpp_ASSERT_TRUE_1556,0
42,test_io.cpp_isNamed_1555,0
42,test_io.cpp_ASSERT_TRUE_1555,0
42,test_io.cpp_isNamed_1554,0
42,test_io.cpp_ASSERT_TRUE_1554,0
42,test_io.cpp_fs_1552,0
42,persistence.cpp_:_7434,0
42,persistence.cpp_isNamed_7434,0
42,persistence.cpp_String_7073,0
42,persistence.cpp_cvGetFileNodeName_7073,0
42,test_io.cpp_getFormat_1539,0
42,test_io.cpp_EXPECT_EQ_1539,0
42,test_io.cpp_open_1538,0
42,test_io.cpp_getFormat_1532,0
42,test_io.cpp_EXPECT_EQ_1532,0
42,test_io.cpp_open_1531,0
42,test_io.cpp_EXPECT_EQ_1477,0
42,test_io.cpp_EXPECT_EQ_1476,0
42,test_io.cpp_ASSERT_EQ_1473,0
42,test_io.cpp_push_back_1420,0
42,test_io.cpp_d3_1417,0
42,test_utils.cpp_allocate_263,0
42,test_io.cpp_d1_1415,0
42,persistence.cpp_push_back_7428,0
42,persistence.cpp_begin_7423,0
42,persistence.cpp_clear_7422,0
42,test_io.cpp_EXPECT_EQ_1406,0
42,test_io.cpp_EXPECT_EQ_1405,0
42,test_io.cpp_EXPECT_EQ_1404,0
42,test_io.cpp_EXPECT_EQ_1403,0
42,test_io.cpp_EXPECT_EQ_1402,0
42,test_io.cpp_EXPECT_EQ_1401,0
42,test_io.cpp_ASSERT_EQ_1398,0
42,test_io.cpp_ASSERT_EQ_1393,0
42,test_io.cpp_ASSERT_NO_THROW_1391,0
42,test_io.cpp_fs_read_1388,0
42,test_io.cpp_c_str_1368,0
42,test_io.cpp_EXPECT_STREQ_1368,0
42,test_io.cpp_releaseAndGetString_1366,0
42,test_io.cpp_push_back_1419,0
42,test_io.cpp_push_back_1421,0
42,test_io.cpp_ASSERT_NO_THROW_1471,0
42,test_io.cpp_fs_read_1432,0
42,test_io.cpp_fs_read_1468,0
42,test_io.cpp_push_back_1456,0
42,test_io.cpp_push_back_1455,0
42,test_io.cpp_push_back_1454,0
42,test_io.cpp_Point2f_1452,0
42,test_io.cpp_k3_1452,0
42,test_io.cpp_Point2f_1451,0
42,test_io.cpp_k2_1451,0
42,test_io.cpp_Point2f_1450,0
42,test_io.cpp_k1_1450,0
42,persistence.cpp_push_back_7391,0
